🎡央卫地,#genre#
长清生活,http://zhibotv.cf/iqilu.php?id=jncqsh
章丘综合,http://zhibotv.cf/iqilu.php?id=jnzq1
章丘TV-2,http://zhibotv.cf/iqilu.php?id=jnzq2
平阴综合,http://zhibotv.cf/iqilu.php?id=jnpyzh
平阴生活,http://zhibotv.cf/iqilu.php?id=jnpysh
历城新闻综合,http://zhibotv.cf/iqilu.php?id=jnlcxw
济铁电视台,http://zhibotv.cf/iqilu.php?id=jnjrtv
平度新闻综合,http://zhibotv.cf/iqilu.php?id=qdpdxw
平度生活服务,http://zhibotv.cf/iqilu.php?id=qdpdsh
李沧,http://zhibotv.cf/iqilu.php?id=qdlc
即墨新闻综合,http://zhibotv.cf/iqilu.php?id=qdjmxw
即墨生活服务,http://zhibotv.cf/iqilu.php?id=qdjmsh
黄岛新闻,http://zhibotv.cf/iqilu.php?id=qdhdxw
黄岛生活,http://zhibotv.cf/iqilu.php?id=qdhdsh
莱西综合,http://zhibotv.cf/iqilu.php?id=qdlxzh
莱西生活,http://zhibotv.cf/iqilu.php?id=qdlxsh
崂山,http://zhibotv.cf/iqilu.php?id=qdls
胶州新闻,http://zhibotv.cf/iqilu.php?id=qdjzxw
胶州生活,http://zhibotv.cf/iqilu.php?id=qdjzsh
博山新闻,http://zhibotv.cf/iqilu.php?id=zbbsxw
博山图文,http://zhibotv.cf/iqilu.php?id=zbbstw
桓台TV1,http://zhibotv.cf/iqilu.php?id=zbht1
桓台TV2,http://zhibotv.cf/iqilu.php?id=zbht2
高青综合,http://zhibotv.cf/iqilu.php?id=zbgqzh
高青影视,http://zhibotv.cf/iqilu.php?id=zbgqys
淄川新闻,http://zhibotv.cf/iqilu.php?id=zbzcxw
淄川生活,http://zhibotv.cf/iqilu.php?id=zbzcsh
张店综合,http://zhibotv.cf/iqilu.php?id=zbzd1
张店2,http://zhibotv.cf/iqilu.php?id=zbzd2
临淄新闻综合,http://zhibotv.cf/iqilu.php?id=zblzxw
临淄生活服务,http://zhibotv.cf/iqilu.php?id=zblzsh
沂源新闻,http://zhibotv.cf/iqilu.php?id=zbyyxw
沂源生活,http://zhibotv.cf/iqilu.php?id=zbyysh
周村新闻,http://zhibotv.cf/iqilu.php?id=zbzhxw
周村生活,http://zhibotv.cf/iqilu.php?id=zbzhsh
薛城新闻综合,http://zhibotv.cf/iqilu.php?id=zzxcxw
滕州综合,http://zhibotv.cf/iqilu.php?id=zztzzh
滕州民生,http://zhibotv.cf/iqilu.php?id=zztzms
台儿庄新闻综合,http://zhibotv.cf/iqilu.php?id=zztezxw
峄城综合,http://zhibotv.cf/iqilu.php?id=zzyczh
枣庄市中综合,http://zhibotv.cf/iqilu.php?id=zzszzh
山亭综合,http://zhibotv.cf/iqilu.php?id=zzstzh
利津新闻综合,http://zhibotv.cf/iqilu.php?id=dyljxw
利津文化生活,http://zhibotv.cf/iqilu.php?id=dyljwh
东营区新闻综合,http://zhibotv.cf/iqilu.php?id=dyqxw
东营区科教影视,http://zhibotv.cf/iqilu.php?id=dyqkj
广饶新闻综合,http://zhibotv.cf/iqilu.php?id=dygrxw
广饶科教文艺,http://zhibotv.cf/iqilu.php?id=dygrkj
垦利新闻综合,http://zhibotv.cf/iqilu.php?id=dyklxw
招远综合,http://zhibotv.cf/iqilu.php?id=ytzyzh
招远综艺,http://zhibotv.cf/iqilu.php?id=ytzyzy
龙口综合,http://zhibotv.cf/iqilu.php?id=ytlkzh
龙口生活,http://zhibotv.cf/iqilu.php?id=ytlksh
蓬莱新闻,http://zhibotv.cf/iqilu.php?id=ytplxw
蓬莱综合,http://zhibotv.cf/iqilu.php?id=ytplzh
栖霞综合,http://zhibotv.cf/iqilu.php?id=ytqxzh
栖霞苹果,http://zhibotv.cf/iqilu.php?id=ytqxpg
长岛,http://zhibotv.cf/iqilu.php?id=ytcd
福山综合,http://zhibotv.cf/iqilu.php?id=ytfszh
福山影视,http://zhibotv.cf/iqilu.php?id=ytfsys
莱州综合,http://zhibotv.cf/iqilu.php?id=ytlzzh
莱州商务,http://zhibotv.cf/iqilu.php?id=ytlzsw
莱阳新闻综合,http://zhibotv.cf/iqilu.php?id=ytlyxw
莱阳民生综艺,http://zhibotv.cf/iqilu.php?id=ytlyms
莱山综合,http://zhibotv.cf/iqilu.php?id=ytlszh
莱山影视,http://zhibotv.cf/iqilu.php?id=ytlsys
海阳综合,http://zhibotv.cf/iqilu.php?id=ythyzh
牟平新闻,http://zhibotv.cf/iqilu.php?id=ytmpxw
昌乐新闻综合,http://zhibotv.cf/iqilu.php?id=wfclxw
潍城TV,http://zhibotv.cf/iqilu.php?id=wfwc
昌邑新闻综合,http://zhibotv.cf/iqilu.php?id=wfcyxw
昌邑经济生活,http://zhibotv.cf/iqilu.php?id=wfcyjj
高密新闻综合,http://zhibotv.cf/iqilu.php?id=wfgmxw
诸城新闻综合,http://zhibotv.cf/iqilu.php?id=wfzcxw
诸城生活娱乐,http://zhibotv.cf/iqilu.php?id=wfzcsh
青州综合,http://zhibotv.cf/iqilu.php?id=wfqzzh
青州文化旅游,http://zhibotv.cf/iqilu.php?id=wfqzwh
奎文,http://zhibotv.cf/iqilu.php?id=wfkw
寒亭新闻,http://zhibotv.cf/iqilu.php?id=wfhtxw
安丘新闻综合,http://zhibotv.cf/iqilu.php?id=wfaqxw
安丘民生,http://zhibotv.cf/iqilu.php?id=wfaqms
滨海新闻综合,http://zhibotv.cf/iqilu.php?id=wfbhxw
临朐新闻综合,http://zhibotv.cf/iqilu.php?id=wflqxw
坊子新闻综合,http://zhibotv.cf/iqilu.php?id=wffzxw
曲阜新闻综合,http://zhibotv.cf/iqilu.php?id=jiqfxw
微山1,http://zhibotv.cf/iqilu.php?id=jiws1
微山2,http://zhibotv.cf/iqilu.php?id=jiws2
鱼台新闻,http://zhibotv.cf/iqilu.php?id=jiytxw
鱼台生活,http://zhibotv.cf/iqilu.php?id=jiytsh
任城新闻综合,http://zhibotv.cf/iqilu.php?id=jircxw
任城影视娱乐,http://zhibotv.cf/iqilu.php?id=jircys
梁山新闻综合,http://zhibotv.cf/iqilu.php?id=jilszh
泗水新闻综合,http://zhibotv.cf/iqilu.php?id=jissxw
泗水文化生活,http://zhibotv.cf/iqilu.php?id=jisswh
金乡新闻,http://zhibotv.cf/iqilu.php?id=jijxxw
金乡生活,http://zhibotv.cf/iqilu.php?id=jijxsh
邹城新闻综合,http://zhibotv.cf/iqilu.php?id=jizcxw
邹城文化生活,http://zhibotv.cf/iqilu.php?id=jizcwh
兖州新闻,http://zhibotv.cf/iqilu.php?id=jiyzxw
兖州生活,http://zhibotv.cf/iqilu.php?id=jiyzsh
嘉祥新闻综合,http://zhibotv.cf/iqilu.php?id=jijiaxw
嘉祥生活,http://zhibotv.cf/iqilu.php?id=jijiash
汶上新闻,http://zhibotv.cf/iqilu.php?id=jiwsxw
汶上生活,http://zhibotv.cf/iqilu.php?id=jiwssh
肥城综合,http://zhibotv.cf/iqilu.php?id=tafczh
肥城生活,http://zhibotv.cf/iqilu.php?id=tafcsh
新泰新闻综合,http://zhibotv.cf/iqilu.php?id=taxtxw
新泰乡村,http://zhibotv.cf/iqilu.php?id=taxtxc
宁阳1,http://zhibotv.cf/iqilu.php?id=tany1
宁阳2,http://zhibotv.cf/iqilu.php?id=tany2
东平新闻,http://zhibotv.cf/iqilu.php?id=tadpxw
东平民生,http://zhibotv.cf/iqilu.php?id=tadpms
泰山TV,http://zhibotv.cf/iqilu.php?id=tats
岱岳TV,http://zhibotv.cf/iqilu.php?id=tady
威海新闻综合,http://zhibotv.cf/iqilu.php?id=whxwzh
威海公共,http://zhibotv.cf/iqilu.php?id=whgg
威海海洋,http://zhibotv.cf/iqilu.php?id=whhy
荣成综合,http://zhibotv.cf/iqilu.php?id=whrczh
荣成生活,http://zhibotv.cf/iqilu.php?id=whrcsh
文登TV1,http://zhibotv.cf/iqilu.php?id=whwd1
文登TV2,http://zhibotv.cf/iqilu.php?id=whwd2
乳山新闻综合,http://zhibotv.cf/iqilu.php?id=whrsxw
乳山生活,http://zhibotv.cf/iqilu.php?id=whrssh
莒县1,http://zhibotv.cf/iqilu.php?id=rzjx1
莒县2,http://zhibotv.cf/iqilu.php?id=rzjx2
莒县新闻,http://zhibotv.cf/iqilu.php?id=rzjxxw
岚山,http://zhibotv.cf/iqilu.php?id=rzls
五莲新闻综合,http://zhibotv.cf/iqilu.php?id=rzwlxw
五莲文化旅游,http://zhibotv.cf/iqilu.php?id=rzwlwh
邹平新闻,http://zhibotv.cf/iqilu.php?id=bzzpxw
邹平民生,http://zhibotv.cf/iqilu.php?id=bzzpms
无棣综合,http://zhibotv.cf/iqilu.php?id=bzwdzh
无棣综艺,http://zhibotv.cf/iqilu.php?id=bzwdzy
博兴新闻,http://zhibotv.cf/iqilu.php?id=bzbxxw
博兴生活,http://zhibotv.cf/iqilu.php?id=bzbxsh
惠民综合,http://zhibotv.cf/iqilu.php?id=bzhmzh
惠民影视,http://zhibotv.cf/iqilu.php?id=bzhmys
阳信新闻综合,http://zhibotv.cf/iqilu.php?id=bzyxxw
滨城TV,http://zhibotv.cf/iqilu.php?id=bzbctv
沾化综合,http://zhibotv.cf/iqilu.php?id=bzzhzh
德州新闻综合,http://zhibotv.cf/iqilu.php?id=dzxwzh
德州经济生活,http://zhibotv.cf/iqilu.php?id=dzjjsh
庆云新闻,http://zhibotv.cf/iqilu.php?id=dzqyxw
庆云生活,http://zhibotv.cf/iqilu.php?id=dzqysh
平原新闻,http://zhibotv.cf/iqilu.php?id=dzpyxw
武城新闻综合,http://zhibotv.cf/iqilu.php?id=dzwcxw
武城综艺影视,http://zhibotv.cf/iqilu.php?id=dzwczy
临邑1,http://zhibotv.cf/iqilu.php?id=dzly1
临邑2,http://zhibotv.cf/iqilu.php?id=dzly2
宁津新闻综合,http://zhibotv.cf/iqilu.php?id=dznjxw
陵城新闻,http://zhibotv.cf/iqilu.php?id=dzlcxw
夏津综合,http://zhibotv.cf/iqilu.php?id=dzxjzh
夏津公共,http://zhibotv.cf/iqilu.php?id=dzxjgg
禹城综合,http://zhibotv.cf/iqilu.php?id=dzyczh
禹城综艺,http://zhibotv.cf/iqilu.php?id=dzyczy
齐河新闻,http://zhibotv.cf/iqilu.php?id=dzqhxw
乐陵新闻综合,http://zhibotv.cf/iqilu.php?id=dzllxw
乐陵城市生活,http://zhibotv.cf/iqilu.php?id=dzllcs
茌平综合,http://zhibotv.cf/iqilu.php?id=lccpzh
茌平生活,http://zhibotv.cf/iqilu.php?id=lccpsh
高唐综合,http://zhibotv.cf/iqilu.php?id=lcgtzh
高唐生活,http://zhibotv.cf/iqilu.php?id=lcgtsh
临清综合,http://zhibotv.cf/iqilu.php?id=lclqzh
临清经济信息,http://zhibotv.cf/iqilu.php?id=lclqjj
冠县综合,http://zhibotv.cf/iqilu.php?id=lcgxzh
阳谷新闻综合,http://zhibotv.cf/iqilu.php?id=lcygxw
阳谷影视,http://zhibotv.cf/iqilu.php?id=lcygys
东阿新闻综合,http://zhibotv.cf/iqilu.php?id=lcdexw
东阿综艺信息,http://zhibotv.cf/iqilu.php?id=lcdezy
东昌综合,http://zhibotv.cf/iqilu.php?id=lcdczh
费县综合,http://zhibotv.cf/iqilu.php?id=lyfxzh
费县生活,http://zhibotv.cf/iqilu.php?id=lyfxsh
郯城TV-1,http://zhibotv.cf/iqilu.php?id=lytc1
郯城TV-2,http://zhibotv.cf/iqilu.php?id=lytc2
莒南综合,http://zhibotv.cf/iqilu.php?id=lyjnzh
莒南影视,http://zhibotv.cf/iqilu.php?id=lyjnys
兰陵综合,http://zhibotv.cf/iqilu.php?id=lyllzh
兰陵公共,http://zhibotv.cf/iqilu.php?id=lyllgg
沂水TV1,http://zhibotv.cf/iqilu.php?id=lyys1
沂水TV2,http://zhibotv.cf/iqilu.php?id=lyys2
罗庄综合,http://zhibotv.cf/iqilu.php?id=lylzzh
罗庄影视,http://zhibotv.cf/iqilu.php?id=lylzys
蒙阴1,http://zhibotv.cf/iqilu.php?id=lymy1
蒙阴2,http://zhibotv.cf/iqilu.php?id=lymy2
临沭TV-1,http://zhibotv.cf/iqilu.php?id=lyls1
临沭TV-2,http://zhibotv.cf/iqilu.php?id=lyls2
沂南综合,http://zhibotv.cf/iqilu.php?id=lyynzh
沂南温泉旅游,http://zhibotv.cf/iqilu.php?id=lyynwq
河东综合,http://zhibotv.cf/iqilu.php?id=lyhdzh
河东影视,http://zhibotv.cf/iqilu.php?id=lyhdys
兰山,http://zhibotv.cf/iqilu.php?id=lylatv
平邑新闻,http://zhibotv.cf/iqilu.php?id=lypyxw
平邑生活,http://zhibotv.cf/iqilu.php?id=lypysh
定陶新闻频道,http://zhibotv.cf/iqilu.php?id=hzdt1
定陶教育频道,http://zhibotv.cf/iqilu.php?id=hzdt2
曹县新闻综合,http://zhibotv.cf/iqilu.php?id=hzcxxw
东明新闻综合,http://zhibotv.cf/iqilu.php?id=hzdmxw
成武综合,http://zhibotv.cf/iqilu.php?id=hzcwzh
成武综艺,http://zhibotv.cf/iqilu.php?id=hzcwzy
郓城新闻,http://zhibotv.cf/iqilu.php?id=hzycxw
郓城综艺,http://zhibotv.cf/iqilu.php?id=hzyczy
巨野新闻,http://zhibotv.cf/iqilu.php?id=hzjyxw
鄄城综合,http://zhibotv.cf/iqilu.php?id=hzjczh
鄄城综艺,http://zhibotv.cf/iqilu.php?id=hzjczy
单县综合,http://zhibotv.cf/iqilu.php?id=hzsxzh
牡丹区新闻综合,http://zhibotv.cf/iqilu.php?id=hzmdxw
牡丹区综艺,http://zhibotv.cf/iqilu.php?id=hzmdzy
湖北卫视,http://zhibotv.cf/jstv.php?id=hbws
湖北经视,http://zhibotv.cf/jstv.php?id=hbjs
湖北综合,http://zhibotv.cf/jstv.php?id=hbzh
湖北公共新闻,http://zhibotv.cf/jstv.php?id=hbgg
湖北影视,http://zhibotv.cf/jstv.php?id=hbys
湖北生活,http://zhibotv.cf/jstv.php?id=hbsh
湖北教育,http://zhibotv.cf/jstv.php?id=hbjy
湖北垄上,http://zhibotv.cf/jstv.php?id=hbls
襄阳综合,http://zhibotv.cf/jstv.php?id=xyzh
襄阳经济生活,http://zhibotv.cf/jstv.php?id=xysh
襄阳公共,http://zhibotv.cf/jstv.php?id=xygg
武穴综合,http://zhibotv.cf/jstv.php?id=wxzh
罗田综合,http://zhibotv.cf/jstv.php?id=ltzh
罗田旅游,http://zhibotv.cf/jstv.php?id=ltly
蕲春综合,http://zhibotv.cf/jstv.php?id=qczh
蕲春旅游养生,http://zhibotv.cf/jstv.php?id=qclyys
恩施综合,http://zhibotv.cf/jstv.php?id=eszh
恩施文旅,http://zhibotv.cf/jstv.php?id=eswl
丹江口综合,http://zhibotv.cf/jstv.php?id=djkzh
大庆新闻综合,http://zhibotv.cf/gdy.php?id=dqxwzh
大庆公共,http://zhibotv.cf/gdy.php?id=dqgg
大庆教育,http://zhibotv.cf/gdy.php?id=dqjy
宁安综合 牡丹江,http://zhibotv.cf/gdy.php?id=nazh
铁岭综合,http://zhibotv.cf/gdy.php?id=tlzh
金普一套 大连,http://zhibotv.cf/gdy.php?id=jptv1
金普二套,http://zhibotv.cf/gdy.php?id=jptv2
遵化综合 唐山,http://zhibotv.cf/gdy.php?id=zhzh
大厂一套 廊坊,http://zhibotv.cf/gdy.php?id=dctv1
大厂二套,http://zhibotv.cf/gdy.php?id=dctv2
冀州综合 衡水,http://zhibotv.cf/gdy.php?id=jzzh
怀来综合 张家口,http://zhibotv.cf/gdy.php?id=hlzh
侯马新闻综合 临汾,http://zhibotv.cf/gdy.php?id=hmxw
曲沃新闻综合 临汾,http://zhibotv.cf/gdy.php?id=qwxwzh
芮城综合 运城,http://zhibotv.cf/gdy.php?id=rczh
吕梁一套,http://zhibotv.cf/gdy.php?id=lltv1
吕梁二套,http://zhibotv.cf/gdy.php?id=lltv2
潞州电视台 长治,http://zhibotv.cf/gdy.php?id=lztv
清徐电视台 太原,http://zhibotv.cf/gdy.php?id=qxtv
嘉祥新闻综合 济宁,http://zhibotv.cf/gdy.php?id=jxxwzh
嘉祥生活,http://zhibotv.cf/gdy.php?id=jxsh
宁国新闻综合 宣城,http://zhibotv.cf/gdy.php?id=ngxwzh
安庆新闻综合,http://zhibotv.cf/gdy.php?id=aqxwzh
安庆经济生活,http://zhibotv.cf/gdy.php?id=aqjjsh
休宁新闻综 黄山,http://zhibotv.cf/gdy.php?id=xnxwzh
肥东新闻综合 徽合肥,http://zhibotv.cf/gdy.php?id=fdxwzh
肥东经济生活,http://zhibotv.cf/gdy.php?id=fdjjsh
砀山新闻综合 宿州,http://zhibotv.cf/gdy.php?id=dsxwzh
砀山经济文化,http://zhibotv.cf/gdy.php?id=dsjjwh
阜阳新闻综合,http://zhibotv.cf/gdy.php?id=fyxwzh
阜阳教育,http://zhibotv.cf/gdy.php?id=fyjy
阜阳公共,http://zhibotv.cf/gdy.php?id=fygg
阜阳都市文艺,http://zhibotv.cf/gdy.php?id=fydswy
阜南新闻综合 阜阳,http://zhibotv.cf/gdy.php?id=fnxwzh
临泉电视台 阜阳,http://zhibotv.cf/gdy.php?id=lqtv
鹤壁新闻综合,http://zhibotv.cf/gdy.php?id=hbxwzh
南阳新闻综合,http://zhibotv.cf/gdy.php?id=nyzh
南阳公共,http://zhibotv.cf/gdy.php?id=nygg
南阳科教,http://zhibotv.cf/gdy.php?id=nykj
仙桃新闻综合 单列,http://zhibotv.cf/gdy.php?id=xtxwzh
仙桃生活文体,http://zhibotv.cf/gdy.php?id=xtshwt
汉川新闻综合 孝感,http://zhibotv.cf/gdy.php?id=hcxwzh
郧阳新闻综合 十堰,http://zhibotv.cf/gdy.php?id=yyzh
襄阳综合,http://zhibotv.cf/gdy.php?id=xyzh
襄阳经济生活,http://zhibotv.cf/gdy.php?id=xygg
襄阳经济生活,http://zhibotv.cf/gdy.php?id=xyjjsh
南漳综合 襄阳,http://zhibotv.cf/gdy.php?id=nzzh'
随州综合,http://zhibotv.cf/gdy.php?id=szzh
随州农村,http://zhibotv.cf/gdy.php?id=sznc
蔡甸新闻综合 武汉,http://zhibotv.cf/gdy.php?id=cdxwzh
新洲综合,http://zhibotv.cf/gdy.php?id=xzzh
监利综合 荆州,http://zhibotv.cf/gdy.php?id=jlzh
湖南卫视,http://zhibotv.cf/gdy.php?id=hunws
湖南卫视2,http://zhibotv.cf/gdy.php?id=hunws2
湖南卫视3,http://zhibotv.cf/gdy.php?id=hunws3
长沙新闻,http://zhibotv.cf/gdy.php?id=csxw
长沙政法,http://zhibotv.cf/gdy.php?id=cszf
长沙女性,http://zhibotv.cf/gdy.php?id=csnx
长沙影视,http://zhibotv.cf/gdy.php?id=csys
浏阳新闻 长沙,http://zhibotv.cf/gdy.php?id=lyxw
湘阴综合 岳阳,http://zhibotv.cf/gdy.php?id=xyinzh
岳阳新闻综合,http://zhibotv.cf/gdy.php?id=yyxwzh
岳阳科教,http://zhibotv.cf/gdy.php?id=yykj
岳阳公共,http://zhibotv.cf/gdy.php?id=yygg
株洲新闻综合,http://zhibotv.cf/gdy.php?id=zzxwzh
株洲公共,http://zhibotv.cf/gdy.php?id=zzgg
邵阳县电视台 邵阳,http://zhibotv.cf/gdy.php?id=syxtv
宜章新闻综合 郴州,http://zhibotv.cf/gdy.php?id=yzxwzh
道县综合 永州,http://zhibotv.cf/gdy.php?id=dxzh
会同综合 怀化,http://zhibotv.cf/gdy.php?id=htzh
沅陵新闻综合 怀化,http://zhibotv.cf/gdy.php?id=ylxwzh
南县新闻 益阳,http://zhibotv.cf/gdy.php?id=nxtv
湘西综合,http://zhibotv.cf/gdy.php?id=xxxwzh
湘西公共,http://zhibotv.cf/gdy.php?id=xxgg
无锡教育,http://zhibotv.cf/gdy.php?id=wxjy
吴江新闻综合 苏州,http://zhibotv.cf/gdy.php?id=wjxwzh
灌云综合 连云港,http://zhibotv.cf/gdy.php?id=gyzh
淮安综合,http://zhibotv.cf/gdy.php?id=hazh
淮安综合2,http://zhibotv.cf/gdy.php?id=hazh2
淮安公共,http://zhibotv.cf/gdy.php?id=hagg
淮安公共2,http://zhibotv.cf/gdy.php?id=hagg2
淮安影视娱乐,http://zhibotv.cf/gdy.php?id=haysyl
淮安影视娱乐2,http://zhibotv.cf/gdy.php?id=haysyl2
新沂老电影 徐州,http://zhibotv.cf/gdy.php?id=xyldy
临安综合 杭州,http://zhibotv.cf/gdy.php?id=lazh
富阳新闻综合 杭州,http://zhibotv.cf/gdy.php?id=fyzh
临平新闻 杭州,http://zhibotv.cf/gdy.php?id=lpxw
乐清综合 温州,http://zhibotv.cf/gdy.php?id=yqzh
乐清新闻,http://zhibotv.cf/gdy.php?id=yqxw
永嘉新闻综合 温州,http://zhibotv.cf/gdy.php?id=yjxwzh
温岭新闻综合 台州,http://zhibotv.cf/gdy.php?id=wlxwzh
温岭民生休闲,http://zhibotv.cf/gdy.php?id=wlmsxx
新昌新闻 绍兴,http://zhibotv.cf/gdy.php?id=xcxw
新昌生活,http://zhibotv.cf/gdy.php?id=xcsh
宁海新闻综合 宁波,http://zhibotv.cf/gdy.php?id=nhxwzh
安吉新闻综合 湖州,http://zhibotv.cf/gdy.php?id=ajxw
安吉生活,http://zhibotv.cf/gdy.php?id=ajsh
安吉影视,http://zhibotv.cf/gdy.php?id=ajys
义乌新闻综合 金华,http://zhibotv.cf/gdy.php?id=ywxwzh
慈溪新闻综合 宁波,http://zhibotv.cf/gdy.php?id=cxxwzh
慈溪民生休闲 宁波,http://zhibotv.cf/gdy.php?id=cxmsxx
慈溪影视图文 宁波,http://zhibotv.cf/gdy.php?id=cxystw
漳州一套,http://zhibotv.cf/gdy.php?id=zztv1
长乐台 福州,http://zhibotv.cf/gdy.php?id=cltv
福清综合 福州,http://zhibotv.cf/gdy.php?id=fqzh
闽侯综合 福州,http://zhibotv.cf/gdy.php?id=mhzh
平潭新闻综合,http://zhibotv.cf/gdy.php?id=ptxwzh
三明1套HD,http://zhibotv.cf/gdy.php?id=smtv1
三明2套HD,http://zhibotv.cf/gdy.php?id=smtv2
永安综合 三明,http://zhibotv.cf/gdy.php?id=yazh
沙县综合 三明,http://zhibotv.cf/gdy.php?id=sxzh
尤溪新闻综合 三明,http://zhibotv.cf/gdy.php?id=yxxwzh'
尤溪旅游宣传,http://zhibotv.cf/gdy.php?id=yxlyxc
泉港一套 泉州,http://zhibotv.cf/gdy.php?id=qgtv
德化综合 泉州,http://zhibotv.cf/gdy.php?id=dhzh
永春综合 泉州,http://zhibotv.cf/gdy.php?id=yctv1
永春公共(CCTV第一剧场),http://zhibotv.cf/gdy.php?id=yctv2
漳浦综合,http://zhibotv.cf/gdy.php?id=zpzh
信宜电视台 茂名,http://zhibotv.cf/gdy.php?id=xytv
开平综合 江门,http://zhibotv.cf/gdy.php?id=kpzh
开平生活,http://zhibotv.cf/gdy.php?id=kpsh
播州电视台 遵义,http://zhibotv.cf/gdy.php?id=bztv
印江电视台 铜仁,http://zhibotv.cf/gdy.php?id=yjtv
巴中综合,http://zhibotv.cf/gdy.php?id=bzzh
巴中文旅生活,http://zhibotv.cf/gdy.php?id=bzwlsh
巴州电视 巴中,http://zhibotv.cf/gdy.php?id=baztv
巴中南江电视台 ,http://zhibotv.cf/gdy.php?id=njtv
泸县综合 泸州,http://zhibotv.cf/gdy.php?id=lxzh
绵竹电视 德阳,http://zhibotv.cf/gdy.php?id=mztv
射洪综合 遂宁,http://zhibotv.cf/gdy.php?id=shtv
阿克苏1套汉语综合,http://zhibotv.cf/gdy.php?id=akstv1
阿克苏2套汉语文艺,http://zhibotv.cf/gdy.php?id=akstv2
阿克苏3套维语综合,http://zhibotv.cf/gdy.php?id=akstv3
阿克苏党教,http://zhibotv.cf/gdy.php?id=aksdj
昌吉综合,http://zhibotv.cf/gdy.php?id=cjzh
昌吉城市生活,http://zhibotv.cf/gdy.php?id=cjcssh
儋州台 海南,http://zhibotv.cf/gdy.php?id=dztv 
港一-频道,#genre#
凤凰中文,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/phoenixtv_hd/playlist.m3u8
凤凰资讯,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/phoenixinfo_hd/playlist.m3u8
香港台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/hkphoenix_twn/playlist.m3u8
翡翠台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/jade_twn/playlist.m3u8
华丽翡翠台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/Wlt/playlist.m3u8
无线新闻台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/inews_twn/playlist.m3u8
无线财经台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/tvbcaijing_twn/playlist.m3u8
TVB星河,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/tvbxinhe_twn/playlist.m3u8
J2,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/j2_twn/playlist.m3u8
明珠台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/pearl_twn/playlist.m3u8
VIUTV,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/viu1_twn/playlist.m3u8
VIUTV6,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/viusix_twn/playlist.m3u8
卫视中文台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/weishichinese_twn/playlist.m3u8
爱奇艺,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/Qiyi/playlist.m3u8
astro全挂,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/Quanjia/playlist.m3u8
astro欢喜台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/Huahee/playlist.m3u8
HBO HD,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/hbohd_twn/playlist.m3u8
HBO(en),http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/Hbo/playlist.m3u8
HBO Hits,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/hbohead_twn/playlist.m3u8
HBO-原创,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/hbosignature_twn/playlist.m3u8
HBO家庭,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/fyi_twn/playlist.m3u8
HBO Signature,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/Hbosignature/playlist.m3u8
CINEMAX,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/cinemax_twn/playlist.m3u8
好莱坞电影,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/hollywoodmovies_twn/playlist.m3u8
星卫电影台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/xingwei_movie/playlist.m3u8
罪案侦辑,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/ci_twn/playlist.m3u8
TVB星河,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/Xinhe/playlist.m3u8
東森电影台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/ettvmovie/playlist.m3u8
纬来电影,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/videolandmovie/playlist.m3u8
龙祥时代,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/cb7a1fec69/playlist.m3u8
龙祥时代,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/lungxiangtime_twn/playlist.m3u8
美亚电影台,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/meiyamovie_twn/playlist.m3u8
天映频道(印度),http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/Celestialindo/playlist.m3u8
天映频道,http://zhibotv.cf/smart.php?playurl=http://198.16.100.90:8278/Celestial/playlist.m3u8
